,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,MI,DZ,FU,FG,BC,FG+,TS,SN,HZ,SQ,BR,RA,GR,VC,rel_humid,tavg_change,tavg_lag5,tavg_lag14,tavg_lag28,rel_humid_lag5,rel_humid_lag14,rel_humid_lag28,avgspeed_lag5,avgspeed_lag14,avgspeed_lag28,preciptotal_lag5,preciptotal_lag14,preciptotal_lag28
44,2007-06-14,89,66,78,10,54,63,0,13,416,1928,0.0,29.33,30.01,5.75,6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.381695646365706,-3.0,73.6,70.28571428571429,68.85714285714286,49.427805659992764,59.76498160202198,53.253654104114865,7.590000000000001,9.1,9.25357142857143,2.2204460492503132e-17,0.07714285714285714,0.07892857142857143
45,2007-06-15,90,65,77,9,56,64,0,12,416,1928,0.0,29.31,29.98,3.95,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.815932969809815,7.0,75.2,70.42857142857143,69.57142857142857,50.445966516531094,58.467452084734724,55.550939850556794,7.35,8.985714285714284,9.182142857142859,2.2204460492503132e-17,0.06285714285714286,0.07892857142857143
46,2007-06-16,92,67,80,11,60,67,0,15,416,1929,0.01,29.3,29.96,3.45,25,5.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,60.89664718548141,13.0,76.6,70.85714285714286,70.0,52.89996637863889,57.5812423731695,57.08935482706714,7.01,8.853571428571428,8.9875,0.002000000000000022,0.062142857142857146,0.07928571428571429
47,2007-06-17,91,70,81,12,64,70,0,16,416,1929,0.08,29.26,29.94,3.4,11,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.72413020616182,12.0,78.2,71.64285714285714,70.89285714285714,57.2106243806575,57.03988413140746,58.27382403056726,6.37,8.799999999999999,8.844642857142857,0.018000000000000023,0.056428571428571425,0.07892857142857145
48,2007-06-18,89,71,80,10,65,70,0,15,416,1929,0.15,29.16,29.84,13.1,20,13.85,0,0,0,0,0,0,1,0,1,0,0,1,0,0,70.9911657321685,7.0,79.2,72.78571428571429,71.53571428571429,61.16191434799746,56.44392984009166,58.60859892594669,7.419999999999999,9.082142857142857,9.053571428571427,0.04800000000000002,0.04214285714285715,0.0842857142857143
49,2007-06-19,80,65,73,3,55,63,0,8,416,1930,0.76,29.28,29.94,10.4,28,11.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58.34076552877316,0.0,78.2,74.0,71.57142857142857,62.75372832447895,56.055968701553084,59.46028041526455,8.370000000000001,9.332142857142856,9.0875,0.2,0.07214285714285715,0.11142857142857143
50,2007-06-20,84,61,73,3,51,61,0,8,416,1930,0.0,29.42,30.1,6.85,27,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.626647874942456,-2.0,77.4,75.0,71.46428571428571,61.31587130550547,55.45334543604362,59.816186087040194,9.120000000000001,9.135714285714284,8.971428571428572,0.2,0.07142857142857142,0.11142857142857143
51,2007-06-21,78,63,71,1,51,60,0,6,416,1930,0.01,29.38,30.07,3.6,2,10.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.90192454248581,-7.0,75.6,74.28571428571429,71.28571428571429,59.31692677690635,54.67643633781802,59.8420837012856,9.959999999999999,8.296428571428573,8.753571428571428,0.2,0.07214285714285715,0.11107142857142858
52,2007-06-22,75,61,69,-1,49,58,0,4,417,1931,0.01,29.36,30.06,7.15,6,8.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.014930768116685,-8.0,73.2,74.21428571428571,71.53571428571429,55.37508688929732,54.00896408923274,59.9495082568068,10.4,7.960714285714286,8.75,0.18600000000000003,0.07285714285714286,0.10964285714285714
53,2007-06-23,67,61,65,-5,59,61,0,0,417,1931,0.2,29.26,29.96,7.45,11,8.55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82.89914603826611,-15.0,70.2,74.07142857142857,71.78571428571429,57.75668295051685,56.52502279615497,59.72979566415337,9.34,8.225,8.7875,0.196,0.08714285714285715,0.09392857142857143
54,2007-06-24,76,64,70,-1,62,65,0,5,417,1931,0.0,29.3,29.96,6.3,9,7.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80.32895600334344,-11.0,69.6,74.14285714285714,71.92857142857143,62.154321045430905,58.639581890171065,60.84974708880543,8.47,8.317857142857141,8.70357142857143,0.044000000000000025,0.08714285714285715,0.09178571428571429
55,2007-06-25,87,66,77,6,66,70,0,12,417,1931,0.0,29.41,30.06,3.95,13,6.35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,77.3578522791343,-3.0,70.4,74.42857142857143,72.35714285714286,67.90056192626926,60.69181077618477,61.81449706117447,8.09,8.225,8.742857142857144,0.044000000000000025,0.08714285714285715,0.09178571428571429
56,2007-06-26,91,71,81,10,69,72,0,16,418,1931,0.08,29.42,30.1,6.7,21,7.6,0,0,0,0,0,0,1,0,1,0,1,1,0,1,77.4624651429064,8.0,72.4,75.0,72.57142857142857,73.2126700463534,62.92692684381603,62.34053061808646,7.58,8.096428571428572,8.766071428571427,0.05800000000000002,0.09285714285714286,0.09464285714285715
57,2007-06-27,90,71,80,9,69,72,0,15,418,1931,0.25,29.32,30.01,7.7,24,8.65,0,0,0,0,0,0,1,0,0,0,1,1,0,0,78.91018873615721,7.0,74.6,75.35714285714286,72.64285714285714,79.39172163996149,64.90374633243663,63.12760686346428,7.630000000000001,8.1,8.705357142857142,0.10600000000000001,0.11071428571428572,0.10357142857142858
58,2007-06-28,73,59,66,-4,55,60,0,1,419,1931,0.0,29.42,30.08,12.05,2,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.30013930306652,-5.0,74.8,74.5,72.39285714285714,76.67192029292157,66.25506373648669,63.01002266925433,8.5,8.55,8.825,0.06600000000000003,0.11071428571428572,0.09392857142857144
59,2007-06-29,70,56,63,-7,55,59,1,0,419,1931,0.0,29.44,30.12,7.5,2,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.51213457605306,-6.0,73.4,73.5,71.96428571428571,75.7085560074635,67.66193527978977,63.06469368226226,8.75,8.817857142857141,8.901785714285714,0.06600000000000002,0.11071428571428572,0.08678571428571429
60,2007-06-30,78,56,67,-4,47,57,0,2,419,1931,0.0,29.44,30.12,5.0,3,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.79576604695345,2.0,71.4,72.57142857142857,71.71428571428571,69.19613876102733,66.5118723413235,62.0465573572465,8.680000000000001,8.821428571428571,8.8375,0.06600000000000002,0.11,0.08607142857142858
61,2007-07-01,75,57,67,-5,51,58,0,2,420,1931,0.0,29.54,30.22,9.05,4,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.23257273501592,-3.0,68.6,71.57142857142857,71.60714285714286,64.95016027944924,65.69104680767022,61.36546546953884,8.99,9.032142857142857,8.916071428571428,0.050000000000000024,0.10428571428571429,0.08035714285714286
62,2007-07-02,78,55,67,-5,50,58,0,2,420,1931,0.0,29.52,30.22,6.65,13,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.392640517589975,-10.0,66.0,70.64285714285714,71.71428571428571,59.846650635735784,64.43400929234318,60.438969566217416,8.919999999999998,8.635714285714284,8.85892857142857,2.2204460492503132e-17,0.09357142857142857,0.06785714285714285
63,2007-07-03,83,61,72,0,56,63,0,7,421,1931,0.24,29.34,30.06,6.55,21,7.35,0,0,0,0,0,0,1,0,0,0,1,1,0,0,62.12794254555127,-9.0,67.2,70.57142857142857,72.28571428571429,58.412211284232725,64.70452193639876,60.38024531897592,7.81,8.35,8.841071428571428,0.04800000000000002,0.05642857142857143,0.0642857142857143
64,2007-07-04,85,67,76,4,65,69,0,11,422,1930,0.41,29.2,29.89,3.85,26,8.5,0,0,1,0,0,0,1,0,1,0,1,1,0,0,76.7929325857348,-4.0,69.8,70.78571428571429,72.89285714285714,58.668370886169086,66.71639941574107,61.08487242589235,7.859999999999999,8.367857142857144,8.751785714285713,0.13000000000000003,0.08571428571428572,0.07857142857142858
65,2007-07-05,88,70,79,7,60,67,0,14,422,1930,0.0,29.26,29.93,5.35,32,7.5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,62.061427907615986,13.0,72.2,71.35714285714286,72.82142857142857,62.121503258301594,67.51350679896466,61.09497156839134,8.16,8.178571428571429,8.237499999999999,0.13000000000000003,0.08499999999999999,0.07857142857142858
66,2007-07-06,85,67,76,4,57,64,0,11,423,1930,0.0,29.35,30.02,3.25,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2058171845406,13.0,74.0,71.85714285714286,73.03571428571429,62.716152148206525,68.31285582870922,61.16090995897098,7.43,7.971428571428572,7.966071428571428,0.13000000000000003,0.08428571428571428,0.07857142857142858
67,2007-07-07,89,66,77,5,62,68,0,12,423,1930,0.0,29.21,29.9,7.9,22,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.85418033862713,10.0,76.0,72.71428571428571,73.39285714285714,65.80846011241395,67.30964399302071,61.91733339458785,7.44,7.957142857142857,8.091071428571428,0.13000000000000003,0.06999999999999999,0.07857142857142858
68,2007-07-08,93,75,84,11,67,72,0,19,424,1929,0.0,29.08,29.76,12.75,23,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.78363199962716,17.0,78.4,73.71428571428571,73.92857142857143,67.33959800322914,66.55640656418385,62.597994227177445,8.55,8.37857142857143,8.348214285714286,0.08200000000000002,0.06999999999999999,0.07857142857142858
69,2007-07-09,93,71,82,9,66,70,0,17,425,1929,0.27,29.14,29.8,4.85,23,8.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,70.35937025632127,15.0,79.6,74.07142857142857,74.25,66.05288553734644,66.05651499112577,63.374162883655266,8.61,8.553571428571429,8.389285714285714,0.05400000000000003,0.08928571428571429,0.08821428571428572
70,2007-07-10,89,69,79,6,67,70,0,14,425,1929,0.26,29.1,29.76,8.4,23,10.35,0,0,0,0,0,0,1,0,1,0,0,1,0,1,76.40173512861995,7.0,79.6,73.92857142857143,74.46428571428571,68.92094698154722,65.98074856153389,64.45383770267495,9.18,8.75,8.423214285714286,0.10600000000000002,0.10214285714285713,0.0975
71,2007-07-11,77,62,70,-3,51,59,0,5,426,1928,0.0,29.26,29.92,8.95,30,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.12937642892365,-6.0,78.4,73.21428571428571,74.28571428571429,67.50565883042384,64.06783339673147,64.48578986458405,10.290000000000001,8.921428571428573,8.510714285714286,0.10600000000000002,0.08428571428571428,0.0975
72,2007-07-12,80,60,70,-2,51,59,0,5,427,1928,0.0,29.25,29.92,9.7,28,11.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52.12937642892365,-9.0,77.0,73.5,74.0,64.16069804848314,62.841350334292706,64.5482070353897,10.870000000000001,8.803571428571429,8.676785714285716,0.10600000000000002,0.08428571428571428,0.0975
73,2007-07-13,76,58,67,-5,52,58,0,2,428,1927,0.0,29.3,29.98,1.7,4,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.059802299056216,-9.0,73.6,73.78571428571429,73.64285714285714,62.01593210836894,61.66618374307865,64.6640595114342,9.4,8.610714285714286,8.714285714285714,0.10600000000000002,0.08428571428571428,0.0975
74,2007-07-14,84,61,73,0,55,62,0,8,428,1927,0.0,29.11,29.79,8.35,25,13.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.34076552877316,-4.0,71.8,74.21428571428571,73.39285714285714,59.61221116285933,62.63368370606577,64.57277802369462,10.35,9.150000000000002,8.985714285714286,0.052000000000000025,0.08428571428571428,0.09714285714285713
75,2007-07-15,81,62,71,-2,52,61,0,6,429,1926,0.0,29.22,29.88,1.65,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46114278439725,-13.0,70.2,74.5,73.03571428571429,55.02409269401478,62.43572442387872,64.06338561577446,9.42,8.903571428571428,8.967857142857143,2.2204460492503132e-17,0.08428571428571428,0.09428571428571428
76,2007-07-16,82,65,74,0,60,65,0,9,430,1925,0.23,29.28,29.95,5.0,23,5.9,0,0,0,0,0,0,1,0,0,0,1,1,0,0,68.71731774838511,-8.0,71.0,75.0,72.82142857142857,58.34168095790708,63.53034422607838,63.98217675921078,8.389999999999999,8.732142857142858,8.683928571428572,0.04600000000000003,0.10071428571428571,0.09714285714285713
77,2007-07-17,83,68,76,2,65,69,0,11,431,1925,0.11,29.21,29.9,5.75,23,6.95,0,0,0,0,0,0,1,0,0,0,1,1,0,1,76.7929325857348,-3.0,72.2,75.28571428571429,72.92857142857143,63.274392189269314,64.57784351466292,64.64118272553084,7.530000000000001,8.703571428571427,8.526785714285715,0.06800000000000003,0.09142857142857143,0.07392857142857144
78,2007-07-18,85,69,77,3,68,71,0,12,432,1924,1.24,29.14,29.84,9.7,24,10.35,0,0,0,0,0,0,1,0,1,0,1,1,0,1,81.55460551884958,7.0,74.2,75.35714285714286,73.07142857142857,67.77335283322797,64.91796300988538,65.81718121281322,8.49,8.835714285714285,8.601785714285715,0.316,0.15071428571428575,0.11821428571428572
79,2007-07-19,82,63,73,-1,62,66,0,8,433,1923,0.08,29.24,29.89,7.35,18,13.15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,74.93141344328524,3.0,74.2,74.92857142857143,73.14285714285714,71.09148241613039,65.83724769100462,66.67537724498465,8.41,9.239285714285714,8.708928571428572,0.332,0.15642857142857142,0.1207142857142857
80,2007-07-20,74,60,67,-6,52,59,0,2,433,1923,0.0,29.46,30.13,9.95,3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.059802299056216,0.0,73.4,74.28571428571429,73.07142857142857,72.21121431906218,65.82681805632717,67.0698369425182,9.33,9.582142857142857,8.776785714285714,0.332,0.15642857142857142,0.12035714285714286
