,date,species,totalmosquitos,wnvpresent,trap,latitude,longitude
58,2007-06-05,CULEX RESTUANS,7,0,T090,41.868077,-87.666901
59,2007-06-05,CULEX RESTUANS,3,0,T145,41.878114,-87.629798
60,2007-06-05,CULEX RESTUANS,1,0,T046,41.891118,-87.65449100000002
61,2007-06-05,CULEX RESTUANS,2,0,T049,41.896282,-87.655232
62,2007-06-05,CULEX RESTUANS,3,0,T033,41.906638,-87.701431
63,2007-06-05,CULEX RESTUANS,3,0,T153,41.907645,-87.760886
64,2007-06-05,CULEX RESTUANS,10,0,T151,41.916265,-87.800515
65,2007-06-05,CULEX RESTUANS,1,0,T154,41.918705,-87.752329
66,2007-06-05,CULEX RESTUANS,1,0,T050,41.919343,-87.694259
67,2007-06-05,CULEX RESTUANS,2,0,T045,41.9216,-87.666455
68,2007-06-05,CULEX RESTUANS,3,0,T054,41.921965,-87.632085
69,2007-06-05,CULEX RESTUANS,1,0,T147,41.932094,-87.700117
70,2007-06-05,CULEX RESTUANS,1,0,T011,41.944869,-87.832763
71,2007-06-05,CULEX RESTUANS,1,0,T218,41.948167,-87.730698
72,2007-06-05,CULEX RESTUANS,1,0,T019,41.94983,-87.69845699999998
73,2007-06-05,CULEX RESTUANS,3,0,T142,41.953067,-87.776792
74,2007-06-05,CULEX RESTUANS,5,0,T002,41.95469,-87.800991
75,2007-06-05,CULEX RESTUANS,2,0,T146,41.958271,-87.702575
76,2007-06-05,CULEX RESTUANS,2,0,T141,41.961743,-87.76007
77,2007-06-05,CULEX RESTUANS,1,0,T220,41.963976,-87.69181
78,2007-06-05,CULEX RESTUANS,2,0,T015,41.974089,-87.824812
79,2007-06-05,CULEX RESTUANS,1,0,T025,41.979243,-87.750938
80,2007-06-05,CULEX RESTUANS,2,0,T009,41.98196400000001,-87.812827
81,2007-06-05,CULEX RESTUANS,2,0,T028,41.986921,-87.689778
82,2007-06-05,CULEX RESTUANS,9,0,T143,41.999129,-87.795585
83,2007-06-05,CULEX RESTUANS,2,0,T150,42.006858,-87.675919
84,2007-06-05,CULEX RESTUANS,1,0,T016,42.011601,-87.81150600000002
85,2007-06-26,CULEX PIPIENS,6,0,T135,41.662014,-87.72460799999998
86,2007-06-26,CULEX PIPIENS,1,0,T090,41.868077,-87.666901
87,2007-06-26,CULEX PIPIENS,1,0,T088,41.869107,-87.69629300000003
88,2007-06-26,CULEX PIPIENS/RESTUANS,20,0,T135,41.662014,-87.72460799999998
89,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T158,41.682587,-87.707973
90,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T086,41.688324,-87.676709
92,2007-06-26,CULEX PIPIENS/RESTUANS,3,0,T161,41.719059,-87.675088
93,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T051,41.846283,-87.656913
94,2007-06-26,CULEX PIPIENS/RESTUANS,5,0,T040,41.852652,-87.719887
95,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T048,41.867108,-87.654224
96,2007-06-26,CULEX PIPIENS/RESTUANS,10,0,T090,41.868077,-87.666901
97,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T047,41.868142,-87.696269
98,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T046,41.891118,-87.65449100000002
99,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T129,41.891126,-87.61156
100,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T033,41.906638,-87.701431
101,2007-06-26,CULEX PIPIENS/RESTUANS,3,0,T151,41.916265,-87.800515
102,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T045,41.9216,-87.666455
103,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T011,41.944869,-87.832763
104,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T001,41.953705,-87.733974
105,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T002,41.95469,-87.800991
106,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T141,41.961743,-87.76007
107,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T025,41.979243,-87.750938
108,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T028,41.986921,-87.689778
109,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T006,41.990284,-87.797127
110,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T012,41.991429,-87.747113
111,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T007,41.994991,-87.769279
112,2007-06-26,CULEX PIPIENS/RESTUANS,1,0,T143,41.999129,-87.795585
113,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T016,42.011601,-87.81150600000002
114,2007-06-26,CULEX PIPIENS/RESTUANS,2,0,T148,42.01743,-87.68776899999997
115,2007-06-26,CULEX RESTUANS,25,0,T135,41.662014,-87.72460799999998
116,2007-06-26,CULEX RESTUANS,4,0,T158,41.682587,-87.707973
117,2007-06-26,CULEX RESTUANS,2,0,T086,41.688324,-87.676709
118,2007-06-26,CULEX RESTUANS,5,0,T161,41.719059,-87.675088
119,2007-06-26,CULEX RESTUANS,2,0,T085,41.721474,-87.648064
120,2007-06-26,CULEX RESTUANS,5,0,T096,41.731922,-87.677512
121,2007-06-26,CULEX RESTUANS,1,0,T034,41.843811,-87.686763
122,2007-06-26,CULEX RESTUANS,1,0,T040,41.852652,-87.719887
123,2007-06-26,CULEX RESTUANS,1,0,T043,41.857402,-87.694991
124,2007-06-26,CULEX RESTUANS,19,0,T090,41.868077,-87.666901
125,2007-06-26,CULEX RESTUANS,1,0,T047,41.868142,-87.696269
126,2007-06-26,CULEX RESTUANS,1,0,T145,41.878114,-87.629798
127,2007-06-26,CULEX RESTUANS,6,0,T046,41.891118,-87.65449100000002
128,2007-06-26,CULEX RESTUANS,1,0,T129,41.891126,-87.61156
129,2007-06-26,CULEX RESTUANS,1,0,T049,41.896282,-87.655232
130,2007-06-26,CULEX RESTUANS,3,0,T033,41.906638,-87.701431
131,2007-06-26,CULEX RESTUANS,6,0,T151,41.916265,-87.800515
132,2007-06-26,CULEX RESTUANS,1,0,T050,41.919343,-87.694259
133,2007-06-26,CULEX RESTUANS,1,0,T037,41.921177,-87.79518
134,2007-06-26,CULEX RESTUANS,1,0,T045,41.9216,-87.666455
135,2007-06-26,CULEX RESTUANS,1,0,T147,41.932094,-87.700117
136,2007-06-26,CULEX RESTUANS,4,0,T011,41.944869,-87.832763
137,2007-06-26,CULEX RESTUANS,1,0,T019,41.94983,-87.69845699999998
138,2007-06-26,CULEX RESTUANS,4,0,T142,41.953067,-87.776792
139,2007-06-26,CULEX RESTUANS,4,0,T002,41.95469,-87.800991
140,2007-06-26,CULEX RESTUANS,6,0,T146,41.958271,-87.702575
141,2007-06-26,CULEX RESTUANS,3,0,T141,41.961743,-87.76007
142,2007-06-26,CULEX RESTUANS,1,0,T220,41.963976,-87.69181
143,2007-06-26,CULEX RESTUANS,2,0,T003,41.964242,-87.757639
144,2007-06-26,CULEX RESTUANS,1,0,T219,41.966987,-87.674677
145,2007-06-26,CULEX RESTUANS,1,0,T015,41.974089,-87.824812
146,2007-06-26,CULEX RESTUANS,9,0,T028,41.986921,-87.689778
147,2007-06-26,CULEX RESTUANS,1,0,T006,41.990284,-87.797127
148,2007-06-26,CULEX RESTUANS,4,0,T007,41.994991,-87.769279
149,2007-06-26,CULEX RESTUANS,1,0,T143,41.999129,-87.795585
150,2007-06-26,CULEX RESTUANS,2,0,T150,42.006858,-87.675919
151,2007-06-26,CULEX RESTUANS,2,0,T008,42.008314,-87.77792099999998
152,2007-06-26,CULEX RESTUANS,2,0,T016,42.011601,-87.81150600000002
153,2007-06-26,CULEX RESTUANS,2,0,T148,42.01743,-87.68776899999997
154,2007-06-26,CULEX SALINARIUS,1,0,T002,41.95469,-87.800991
155,2007-06-29,CULEX PIPIENS,1,0,T086,41.688324,-87.676709
156,2007-06-29,CULEX PIPIENS,1,0,T085,41.721474,-87.648064
157,2007-06-29,CULEX PIPIENS,1,0,T031,41.801498,-87.763416
158,2007-06-29,CULEX PIPIENS,3,0,T090,41.868077,-87.666901
159,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T084,41.692555,-87.598865
160,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T085,41.721474,-87.648064
161,2007-06-29,CULEX PIPIENS/RESTUANS,2,0,T043,41.857402,-87.694991
162,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T091,41.862292,-87.64886
163,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T090,41.868077,-87.666901
164,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T030,41.89923,-87.716788
165,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T160,41.903002,-87.68826700000002
166,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T151,41.916265,-87.800515
167,2007-06-29,CULEX PIPIENS/RESTUANS,3,0,T054,41.921965,-87.632085
168,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T013,41.923738,-87.785288
169,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T144,41.94016,-87.794896
170,2007-06-29,CULEX PIPIENS/RESTUANS,2,0,T002,41.95469,-87.800991
171,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T015,41.974089,-87.824812
172,2007-06-29,CULEX PIPIENS/RESTUANS,2,0,T028,41.986921,-87.689778
173,2007-06-29,CULEX PIPIENS/RESTUANS,1,0,T012,41.991429,-87.747113
174,2007-06-29,CULEX PIPIENS/RESTUANS,2,0,T016,42.011601,-87.81150600000002
175,2007-06-29,CULEX PIPIENS/RESTUANS,2,0,T148,42.01743,-87.68776899999997
176,2007-06-29,CULEX RESTUANS,3,0,T135,41.662014,-87.72460799999998
177,2007-06-29,CULEX RESTUANS,6,0,T158,41.682587,-87.707973
178,2007-06-29,CULEX RESTUANS,2,0,T086,41.688324,-87.676709
179,2007-06-29,CULEX RESTUANS,1,0,T084,41.692555,-87.598865
180,2007-06-29,CULEX RESTUANS,2,0,T089,41.723195,-87.64997
181,2007-06-29,CULEX RESTUANS,1,0,T096,41.731922,-87.677512
182,2007-06-29,CULEX RESTUANS,3,0,T043,41.857402,-87.694991
183,2007-06-29,CULEX RESTUANS,6,0,T090,41.868077,-87.666901
184,2007-06-29,CULEX RESTUANS,1,0,T145,41.878114,-87.629798
185,2007-06-29,CULEX RESTUANS,2,0,T046,41.891118,-87.65449100000002
186,2007-06-29,CULEX RESTUANS,1,0,T030,41.89923,-87.716788
187,2007-06-29,CULEX RESTUANS,1,0,T153,41.907645,-87.760886
188,2007-06-29,CULEX RESTUANS,5,0,T151,41.916265,-87.800515
189,2007-06-29,CULEX RESTUANS,5,0,T218,41.948167,-87.730698
190,2007-06-29,CULEX RESTUANS,1,0,T142,41.953067,-87.776792
191,2007-06-29,CULEX RESTUANS,2,0,T146,41.958271,-87.702575
192,2007-06-29,CULEX RESTUANS,1,0,T141,41.961743,-87.76007
193,2007-06-29,CULEX RESTUANS,1,0,T014,41.970248,-87.787992
194,2007-06-29,CULEX RESTUANS,2,0,T015,41.974089,-87.824812
195,2007-06-29,CULEX RESTUANS,1,0,T028,41.986921,-87.689778
196,2007-06-29,CULEX RESTUANS,1,0,T006,41.990284,-87.797127
197,2007-06-29,CULEX RESTUANS,3,0,T143,41.999129,-87.795585
198,2007-06-29,CULEX RESTUANS,1,0,T150,42.006858,-87.675919
199,2007-06-29,CULEX RESTUANS,1,0,T018,42.010412,-87.66214000000002
200,2007-06-29,CULEX RESTUANS,2,0,T148,42.01743,-87.68776899999997
201,2007-07-02,CULEX PIPIENS,3,0,T096,41.731922,-87.677512
202,2007-07-02,CULEX PIPIENS,1,0,T028,41.986921,-87.689778
203,2007-07-02,CULEX PIPIENS/RESTUANS,16,0,T135,41.662014,-87.72460799999998
204,2007-07-02,CULEX PIPIENS/RESTUANS,28,0,T158,41.682587,-87.707973
205,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T086,41.688324,-87.676709
206,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T095,41.704336,-87.70373599999998
207,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T161,41.719059,-87.675088
208,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T085,41.721474,-87.648064
209,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T089,41.723195,-87.64997
210,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T096,41.731922,-87.677512
211,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T152,41.846075,-87.716277
212,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T051,41.846283,-87.656913
213,2007-07-02,CULEX PIPIENS/RESTUANS,5,0,T043,41.857402,-87.694991
214,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T090,41.868077,-87.666901
215,2007-07-02,CULEX PIPIENS/RESTUANS,4,0,T047,41.868142,-87.696269
216,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T088,41.869107,-87.69629300000003
217,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T044,41.883284,-87.705085
218,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T046,41.891118,-87.65449100000002
219,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T129,41.891126,-87.61156
220,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T030,41.89923,-87.716788
221,2007-07-02,CULEX PIPIENS/RESTUANS,5,0,T151,41.916265,-87.800515
222,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T154,41.918705,-87.752329
223,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T037,41.921177,-87.79518
224,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T045,41.9216,-87.666455
225,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T054,41.921965,-87.632085
226,2007-07-02,CULEX PIPIENS/RESTUANS,6,0,T013,41.923738,-87.785288
227,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T005,41.942114,-87.776385
228,2007-07-02,CULEX PIPIENS/RESTUANS,6,0,T011,41.944869,-87.832763
229,2007-07-02,CULEX PIPIENS/RESTUANS,2,0,T218,41.948167,-87.730698
230,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T142,41.953067,-87.776792
231,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T002,41.95469,-87.800991
232,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T017,41.960616,-87.777189
233,2007-07-02,CULEX PIPIENS/RESTUANS,5,0,T014,41.970248,-87.787992
234,2007-07-02,CULEX PIPIENS/RESTUANS,3,0,T015,41.974089,-87.824812
235,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T028,41.986921,-87.689778
236,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T149,41.994469,-87.667736
237,2007-07-02,CULEX PIPIENS/RESTUANS,4,0,T007,41.994991,-87.769279
238,2007-07-02,CULEX PIPIENS/RESTUANS,4,0,T008,42.008314,-87.77792099999998
239,2007-07-02,CULEX PIPIENS/RESTUANS,1,0,T018,42.010412,-87.66214000000002
240,2007-07-02,CULEX RESTUANS,12,0,T135,41.662014,-87.72460799999998
241,2007-07-02,CULEX RESTUANS,4,0,T158,41.682587,-87.707973
242,2007-07-02,CULEX RESTUANS,3,0,T086,41.688324,-87.676709
243,2007-07-02,CULEX RESTUANS,2,0,T161,41.719059,-87.675088
244,2007-07-02,CULEX RESTUANS,4,0,T096,41.731922,-87.677512
245,2007-07-02,CULEX RESTUANS,1,0,T048,41.867108,-87.654224
246,2007-07-02,CULEX RESTUANS,11,0,T090,41.868077,-87.666901
247,2007-07-02,CULEX RESTUANS,8,0,T047,41.868142,-87.696269
248,2007-07-02,CULEX RESTUANS,2,0,T092,41.869216,-87.627561
249,2007-07-02,CULEX RESTUANS,1,0,T044,41.883284,-87.705085
250,2007-07-02,CULEX RESTUANS,16,0,T046,41.891118,-87.65449100000002
251,2007-07-02,CULEX RESTUANS,1,0,T129,41.891126,-87.61156
252,2007-07-02,CULEX RESTUANS,2,0,T030,41.89923,-87.716788
253,2007-07-02,CULEX RESTUANS,2,0,T151,41.916265,-87.800515
254,2007-07-02,CULEX RESTUANS,2,0,T037,41.921177,-87.79518
255,2007-07-02,CULEX RESTUANS,2,0,T045,41.9216,-87.666455
256,2007-07-02,CULEX RESTUANS,1,0,T054,41.921965,-87.632085
257,2007-07-02,CULEX RESTUANS,1,0,T013,41.923738,-87.785288
258,2007-07-02,CULEX RESTUANS,1,0,T019,41.94983,-87.69845699999998
259,2007-07-02,CULEX RESTUANS,1,0,T142,41.953067,-87.776792
260,2007-07-02,CULEX RESTUANS,2,0,T002,41.95469,-87.800991
261,2007-07-02,CULEX RESTUANS,1,0,T146,41.958271,-87.702575
262,2007-07-02,CULEX RESTUANS,1,0,T003,41.964242,-87.757639
263,2007-07-02,CULEX RESTUANS,1,0,T014,41.970248,-87.787992
264,2007-07-02,CULEX RESTUANS,2,0,T009,41.98196400000001,-87.812827
265,2007-07-02,CULEX RESTUANS,5,0,T028,41.986921,-87.689778
266,2007-07-02,CULEX RESTUANS,1,0,T006,41.990284,-87.797127
267,2007-07-02,CULEX RESTUANS,1,0,T149,41.994469,-87.667736
268,2007-07-02,CULEX RESTUANS,4,0,T007,41.994991,-87.769279
269,2007-07-02,CULEX RESTUANS,3,0,T008,42.008314,-87.77792099999998
270,2007-07-02,CULEX RESTUANS,1,0,T016,42.011601,-87.81150600000002
271,2007-07-02,CULEX RESTUANS,1,0,T148,42.01743,-87.68776899999997
272,2007-07-02,CULEX SALINARIUS,2,0,T135,41.662014,-87.72460799999998
273,2007-07-02,CULEX SALINARIUS,1,0,T145,41.878114,-87.629798
274,2007-07-02,CULEX SALINARIUS,1,0,T012,41.991429,-87.747113
275,2007-07-11,CULEX PIPIENS,1,0,T135,41.662014,-87.72460799999998
276,2007-07-11,CULEX PIPIENS,29,0,T158,41.682587,-87.707973
277,2007-07-11,CULEX PIPIENS,19,0,T086,41.688324,-87.676709
278,2007-07-11,CULEX PIPIENS,1,0,T084,41.692555,-87.598865
279,2007-07-11,CULEX PIPIENS,2,0,T096,41.731922,-87.677512
280,2007-07-11,CULEX PIPIENS,2,0,T065,41.778297,-87.752411
281,2007-07-11,CULEX PIPIENS,2,0,T062,41.800737,-87.71188000000002
282,2007-07-11,CULEX PIPIENS,1,0,T061,41.801179,-87.679447
283,2007-07-11,CULEX PIPIENS,1,0,T082,41.803423,-87.642984
284,2007-07-11,CULEX PIPIENS,1,0,T060,41.823065,-87.67837800000002
285,2007-07-11,CULEX PIPIENS,1,0,T091,41.862292,-87.64886
286,2007-07-11,CULEX PIPIENS,1,0,T047,41.868142,-87.696269
287,2007-07-11,CULEX PIPIENS,1,0,T092,41.869216,-87.627561
288,2007-07-11,CULEX PIPIENS,3,0,T046,41.891118,-87.65449100000002
289,2007-07-11,CULEX PIPIENS,5,0,T030,41.89923,-87.716788
290,2007-07-11,CULEX PIPIENS,1,0,T160,41.903002,-87.68826700000002
291,2007-07-11,CULEX PIPIENS,1,0,T011,41.944869,-87.832763
292,2007-07-11,CULEX PIPIENS,2,0,T002,41.95469,-87.800991
293,2007-07-11,CULEX PIPIENS,1,0,T146,41.958271,-87.702575
294,2007-07-11,CULEX PIPIENS,5,0,T008,42.008314,-87.77792099999998
295,2007-07-11,CULEX PIPIENS,3,0,T016,42.011601,-87.81150600000002
296,2007-07-11,CULEX PIPIENS/RESTUANS,18,0,T135,41.662014,-87.72460799999998
297,2007-07-11,CULEX PIPIENS/RESTUANS,189,0,T158,41.682587,-87.707973
301,2007-07-11,CULEX PIPIENS/RESTUANS,143,0,T086,41.688324,-87.676709
305,2007-07-11,CULEX PIPIENS/RESTUANS,4,0,T084,41.692555,-87.598865
306,2007-07-11,CULEX PIPIENS/RESTUANS,17,0,T161,41.719059,-87.675088
307,2007-07-11,CULEX PIPIENS/RESTUANS,1,0,T094,41.720848,-87.666014
308,2007-07-11,CULEX PIPIENS/RESTUANS,15,0,T085,41.721474,-87.648064
309,2007-07-11,CULEX PIPIENS/RESTUANS,1,0,T089,41.723195,-87.64997
310,2007-07-11,CULEX PIPIENS/RESTUANS,22,0,T096,41.731922,-87.677512
311,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T083,41.754292,-87.590773
312,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T080,41.754676,-87.612922
313,2007-07-11,CULEX PIPIENS/RESTUANS,9,0,T067,41.759346,-87.745602
314,2007-07-11,CULEX PIPIENS/RESTUANS,6,0,T079,41.766202,-87.562889
315,2007-07-11,CULEX PIPIENS/RESTUANS,10,0,T069,41.768388,-87.678649
316,2007-07-11,CULEX PIPIENS/RESTUANS,4,0,T066,41.77166,-87.703047
317,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T073,41.773215,-87.60088
318,2007-07-11,CULEX PIPIENS/RESTUANS,1,0,T155,41.776156,-87.778927
319,2007-07-11,CULEX PIPIENS/RESTUANS,22,0,T065,41.778297,-87.752411
320,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T071,41.781416,-87.77653199999997
321,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T070,41.797616,-87.797894
322,2007-07-11,CULEX PIPIENS/RESTUANS,5,0,T114,41.798697,-87.736812
323,2007-07-11,CULEX PIPIENS/RESTUANS,3,0,T061,41.801179,-87.679447
324,2007-07-11,CULEX PIPIENS/RESTUANS,4,0,T082,41.803423,-87.642984
325,2007-07-11,CULEX PIPIENS/RESTUANS,11,0,T081,41.821582,-87.62779599999998
326,2007-07-11,CULEX PIPIENS/RESTUANS,1,0,T060,41.823065,-87.67837800000002
327,2007-07-11,CULEX PIPIENS/RESTUANS,1,0,T035,41.836644,-87.677737
328,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T036,41.837085,-87.729384
329,2007-07-11,CULEX PIPIENS/RESTUANS,20,0,T043,41.857402,-87.694991
330,2007-07-11,CULEX PIPIENS/RESTUANS,14,0,T091,41.862292,-87.64886
331,2007-07-11,CULEX PIPIENS/RESTUANS,3,0,T048,41.867108,-87.654224
332,2007-07-11,CULEX PIPIENS/RESTUANS,27,0,T090,41.868077,-87.666901
333,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T047,41.868142,-87.696269
334,2007-07-11,CULEX PIPIENS/RESTUANS,5,0,T088,41.869107,-87.69629300000003
335,2007-07-11,CULEX PIPIENS/RESTUANS,5,0,T092,41.869216,-87.627561
336,2007-07-11,CULEX PIPIENS/RESTUANS,3,0,T145,41.878114,-87.629798
337,2007-07-11,CULEX PIPIENS/RESTUANS,6,0,T046,41.891118,-87.65449100000002
338,2007-07-11,CULEX PIPIENS/RESTUANS,2,0,T049,41.896282,-87.655232
339,2007-07-11,CULEX PIPIENS/RESTUANS,6,0,T030,41.89923,-87.716788
340,2007-07-11,CULEX PIPIENS/RESTUANS,16,0,T160,41.903002,-87.68826700000002
